"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","DT00","DX90","EMNT","EMXT","PRCP","TAVG","TMAX","TMIN"
"USC00045866","35.367","-120.8447","36.0","2009-03","0","0","39","79","0.95","56.2","67.0","45.5"
"USC00045866","35.367","-120.8447","36.0","2009-04","0","0","36","89","0.14","56.7","67.7","45.8"
"US1CACC0007","37.908976","-122.15472","250.5","2009-03",,,,,"4.17",,,
"US1CACC0007","37.908976","-122.15472","250.5","2009-04",,,,,"0.77",,,
"USC00042598","33.8089","-115.4508","296.6","2009-01","0","0","37","77","0.00","57.9","67.3","48.5"
"USC00042598","33.8089","-115.4508","296.6","2009-02","0","0","39","79","0.53","56.4","66.0","46.8"
"USC00042598","33.8089","-115.4508","296.6","2009-03","0","0","46","87","0.00","64.1","75.6","52.6"
"USC00042598","33.8089","-115.4508","296.6","2009-04","0","4","43","97","0.00","68.1","79.6","56.6"
"USR0000CHOR","35.7706","-115.9092","1524.0","2009-01","0","0","23","69",,"46.5","54.6","38.3"
"USR0000CHOR","35.7706","-115.9092","1524.0","2009-02","0","0","22","62",,"42.8","50.2","35.4"
"USR0000CHOR","35.7706","-115.9092","1524.0","2009-03","0","0","30","72",,"49.1","59.6","38.5"
"USR0000CHOR","35.7706","-115.9092","1524.0","2009-04","0","0","28","83",,"54.7","65.3","44.1"
"USC00040174","34.16139","-115.80444","387.7","2009-02","0","0","28","79","0.37","50.4","66.3","34.4"
"USC00040174","34.16139","-115.80444","387.7","2009-03","0","0","32","88","0.00","57.4","75.9","39.0"
"USC00040174","34.16139","-115.80444","387.7","2009-04","0","5","34","99","0.00","63.6","80.8","46.3"
"US1CACC0004","37.87832","-122.033766","74.1","2009-03",,,,,"3.30",,,
"US1CACC0004","37.87832","-122.033766","74.1","2009-04",,,,,"0.52",,,
"US1CACC0003","37.948539","-122.054108","17.4","2009-02",,,,,"6.04",,,
"US1CACC0003","37.948539","-122.054108","17.4","2009-03",,,,,"2.49",,,
"USR0000CDGR","41.53","-120.6714","1530.7","2009-01","0","0","7","57",,"33.9","44.3","23.6"
"USR0000CDGR","41.53","-120.6714","1530.7","2009-02","0","0","10","58",,"34.6","42.3","26.9"
"USR0000CDGR","41.53","-120.6714","1530.7","2009-03","0","0","16","61",,"36.4","45.7","27.0"
"USR0000CDGR","41.53","-120.6714","1530.7","2009-04","0","0","19","80",,"42.8","54.3","31.3"
"USR0000CBCN","33.5417","-117.5917","213.4","2009-01","0","0","38","89",,"63.6","73.8","53.3"
"USR0000CBCN","33.5417","-117.5917","213.4","2009-02","0","0","35","83",,"56.9","66.4","47.5"
"USR0000CBCN","33.5417","-117.5917","213.4","2009-03","0","0","41","87",,"58.1","69.6","46.7"
"USR0000CBCN","33.5417","-117.5917","213.4","2009-04","0","3","42","101",,"61.2","72.6","49.8"
"US1CACC0001","37.989778","-122.108496","76.8","2009-01",,,,,"1.24",,,
"US1CACC0001","37.989778","-122.108496","76.8","2009-02",,,,,"7.79",,,
"US1CACC0001","37.989778","-122.108496","76.8","2009-03",,,,,"3.12",,,
"US1CACC0001","37.989778","-122.108496","76.8","2009-04",,,,,"1.68",,,
"US1CASA0015","38.608611","-121.412222","14.0","2009-01",,,,,"1.58",,,
"US1CASA0015","38.608611","-121.412222","14.0","2009-02",,,,,"5.33",,,
"US1CASA0015","38.608611","-121.412222","14.0","2009-03",,,,,"2.05",,,
"US1CASA0015","38.608611","-121.412222","14.0","2009-04",,,,,"1.99",,,
"US1CASA0014","38.707279","-121.392509","24.1","2009-01",,,,,"1.47",,,
"US1CASA0014","38.707279","-121.392509","24.1","2009-02",,,,,"5.28",,,
"US1CASA0014","38.707279","-121.392509","24.1","2009-03",,,,,"1.99",,,
"US1CASA0014","38.707279","-121.392509","24.1","2009-04",,,,,"1.43",,,
"USR0000CHOO","41.0478","-123.6714","114.3","2009-02","0","0","32","66",,"46.5","55.0","37.9"
"USR0000CHOO","41.0478","-123.6714","114.3","2009-03","0","0","30","72",,"50.3","60.9","39.8"
"USR0000CHOO","41.0478","-123.6714","114.3","2009-04","0","3","32","96",,"54.1","68.1","40.1"
"US1CASA0018","38.571499","-121.457834","7.9","2009-01",,,,,"1.61",,,
"US1CASA0018","38.571499","-121.457834","7.9","2009-02",,,,,"6.13",,,
"US1CASA0018","38.571499","-121.457834","7.9","2009-03",,,,,"2.11",,,
"US1CASA0018","38.571499","-121.457834","7.9","2009-04",,,,,"1.52",,,
"USC00045860","34.0864","-116.5622","958.6","2009-02","0","0","29","70","2.53","48.7","58.1","39.4"
"USC00045860","34.0864","-116.5622","958.6","2009-03","0","0","33","78","0.00","54.9","66.5","43.3"
"USC00045860","34.0864","-116.5622","958.6","2009-04","0","1","34","90","0.00","58.8","71.5","46.1"
"USR0000CHOL","40.6306","-120.5028","1554.5","2009-01","0","0","2","58",,"32.0","45.1","18.8"
"USR0000CHOL","40.6306","-120.5028","1554.5","2009-02","0","0","9","56",,"33.8","44.3","23.3"
"USR0000CHOL","40.6306","-120.5028","1554.5","2009-03","0","0","9","65",,"36.9","49.7","24.2"
"USR0000CHOL","40.6306","-120.5028","1554.5","2009-04","0","0","15","81",,"42.1","56.6","27.6"
"USR0000CSCI","33.9958","-119.7222","76.2","2009-01","0","0","34","87",,"58.7","71.6","45.8"
"USR0000CSCI","33.9958","-119.7222","76.2","2009-02","0","0","35","81",,"54.0","65.0","43.1"
"USR0000CSCI","33.9958","-119.7222","76.2","2009-03","0","0","36","83",,"55.5","68.3","42.7"
"USR0000CSCI","33.9958","-119.7222","76.2","2009-04","0","3","37","98",,"56.3","69.7","42.8"
"US1CASA0011","38.54718","-121.471496","7.3","2009-01",,,,,"1.18",,,
"US1CASA0010","38.455821","-121.282694","29.6","2009-02",,,,,"2.96",,,
"USR0000CSCN","41.1117","-122.6967","1341.1","2009-01","0","0","21","75",,"45.7","57.2","34.2"
"USR0000CSCN","41.1117","-122.6967","1341.1","2009-02","0","0","23","70",,"40.4","48.7","32.1"
"USR0000CSCN","41.1117","-122.6967","1341.1","2009-03","0","0","23","75",,"45.5","57.9","33.2"
"USR0000CSCN","41.1117","-122.6967","1341.1","2009-04","0","2","28","93",,"51.7","66.1","37.3"
"US1CASA0012","38.5499","-121.4374","10.4","2009-01",,,,,"1.56",,,
"US1CASA0012","38.5499","-121.4374","10.4","2009-02",,,,,"6.13",,,
"US1CASA0012","38.5499","-121.4374","10.4","2009-03",,,,,"2.20",,,
"US1CASA0012","38.5499","-121.4374","10.4","2009-04",,,,,"1.60",,,
"US1CACC0011","37.974401","-122.13837","210.9","2009-04",,,,,"1.15",,,
"USR0000CBAR","38.0281","-122.7022","378.0","2009-01","0","0","32","80",,"52.8","62.0","43.6"
"USR0000CBAR","38.0281","-122.7022","378.0","2009-02","0","0","36","70",,"49.5","56.2","42.7"
"USR0000CBAR","38.0281","-122.7022","378.0","2009-03","0","0","32","75",,"50.8","59.6","42.1"
"USR0000CBAR","38.0281","-122.7022","378.0","2009-04","0","2","36","92",,"53.7","63.6","43.8"
"US1CACC0010","37.888325","-122.15264","157.9","2009-04",,,,,"0.87",,,
"USR0000CFIV","35.8717","-117.9183","1264.9","2009-01","0","0","28","71",,"51.6","59.5","43.8"
"USR0000CFIV","35.8717","-117.9183","1264.9","2009-02","0","0","29","70",,"46.6","54.4","38.8"
"USR0000CFIV","35.8717","-117.9183","1264.9","2009-03","0","0","33","78",,"54.2","64.5","44.0"
"USR0000CFIV","35.8717","-117.9183","1264.9","2009-04","0","0","33","89",,"60.2","71.3","49.1"
"USR0000CDES","32.8569","-116.6222","1060.7","2009-01","0","0","25","76",,"54.0","65.0","43.0"
"USR0000CDES","32.8569","-116.6222","1060.7","2009-02","0","0","23","82",,"48.4","60.4","36.4"
"USR0000CDES","32.8569","-116.6222","1060.7","2009-03","0","0","24","85",,"50.8","66.2","35.3"
"USR0000CDES","32.8569","-116.6222","1060.7","2009-04","0","1","29","91",,"53.2","68.4","37.9"
"USR0000CBAT","37.2319","-119.5083","963.2","2009-01","0","0","29","76",,"49.9","60.7","39.1"
"USR0000CBAT","37.2319","-119.5083","963.2","2009-02","0","0","25","75",,"46.1","55.9","36.3"
"USR0000CBAT","37.2319","-119.5083","963.2","2009-03","0","0","28","74",,"49.3","60.5","38.0"
"USR0000CBAT","37.2319","-119.5083","963.2","2009-04","0","0","28","89",,"54.2","67.0","41.5"
"USR0000CYOL","40.3375","-123.0656","1378.8","2009-01","0","0","17","76",,"46.5","57.9","35.1"
"USR0000CYOL","40.3375","-123.0656","1378.8","2009-02","0","0","18","66",,"37.2","45.3","29.1"
"USR0000CYOL","40.3375","-123.0656","1378.8","2009-03","0","0","16","70",,"41.7","54.1","29.3"
"USR0000CYOL","40.3375","-123.0656","1378.8","2009-04","0","0","21","87",,"47.6","62.8","32.4"
"USC00041277","38.2769","-120.3113","1431.0","2009-01","0","0","18","62","6.12","39.6","48.6","30.7"
"USC00041277","38.2769","-120.3113","1431.0","2009-02",,,,,"11.24",,,
"USC00041277","38.2769","-120.3113","1431.0","2009-03",,,,,"8.34",,,
"USC00041277","38.2769","-120.3113","1431.0","2009-04",,,,,"3.30",,,
"USC00044303","33.72","-117.723","164.6","2009-01","0","0","34","88","0.42","60.6","73.2","47.9"
"USC00044303","33.72","-117.723","164.6","2009-02","0","0","35","87","3.71","57.1","68.9","45.4"
"USC00044303","33.72","-117.723","164.6","2009-03","0","0","38","88","0.12","58.9","72.8","44.9"
"USC00044303","33.72","-117.723","164.6","2009-04","0","4","39","103","0.10","63.0","77.3","48.7"
"USC00047813","33.7965","-116.9753","464.8","2009-01","0","0","28","85","0.49","56.2","71.9","40.5"
"USC00047813","33.7965","-116.9753","464.8","2009-02","0","0","31","82","3.22","52.4","64.6","40.2"
"USC00047813","33.7965","-116.9753","464.8","2009-03","0","0","33","86","0.14","56.7","70.6","42.8"
"USC00047813","33.7965","-116.9753","464.8","2009-04","0","3","37","98","0.65","60.1","74.3","45.9"
"USC00043215","34.82722","-118.96528","1515.5","2009-01","0","0","20","70","1.78","46.3","56.6","36.1"
"USC00043215","34.82722","-118.96528","1515.5","2009-02",,,,,"3.81",,,
"USC00043215","34.82722","-118.96528","1515.5","2009-03","0","0","18","68","0.63","43.6","55.5","31.8"
"USC00043215","34.82722","-118.96528","1515.5","2009-04",,,,,"0.40",,,
"US1CASA0003","38.654579","-121.090731","181.1","2009-01",,,,,"1.59",,,
"US1CASA0003","38.654579","-121.090731","181.1","2009-02",,,,,"6.63",,,
"US1CASA0003","38.654579","-121.090731","181.1","2009-03",,,,,"3.04",,,
"US1CASA0003","38.654579","-121.090731","181.1","2009-04",,,,,"1.43",,,
"US1CASA0005","38.64294","-121.30592","39.6","2009-01",,,,,"1.96",,,
"US1CASA0005","38.64294","-121.30592","39.6","2009-02",,,,,"5.43",,,
"US1CASA0005","38.64294","-121.30592","39.6","2009-03",,,,,"1.98",,,
"US1CASA0005","38.64294","-121.30592","39.6","2009-04",,,,,"1.52",,,
"US1CASA0008","38.62109","-121.31894","32.9","2009-01",,,,,"1.77",,,
"US1CASA0008","38.62109","-121.31894","32.9","2009-03",,,,,"1.91",,,
"US1CASA0008","38.62109","-121.31894","32.9","2009-04",,,,,"1.22",,,
"USC00043452","34.1472","-117.8472","284.4","2009-01",,,,,"0.78",,,
"USC00043452","34.1472","-117.8472","284.4","2009-02",,,,,"9.18",,,
"USC00043452","34.1472","-117.8472","284.4","2009-03",,,,,"0.46",,,
"USC00043452","34.1472","-117.8472","284.4","2009-04",,,,,"0.12",,,
"US1CASA0007","38.66001944","-121.13952222","110.3","2009-01",,,,,"2.17",,,
"US1CASA0007","38.66001944","-121.13952222","110.3","2009-02",,,,,"5.66",,,
"US1CASA0007","38.66001944","-121.13952222","110.3","2009-03",,,,,"2.71",,,
"US1CASA0007","38.66001944","-121.13952222","110.3","2009-04",,,,,"1.39",,,
"USR0000CHNM","36.5625","-117.4736","2097.0","2009-01","0","0","14","59",,"39.5","49.5","29.6"
"USR0000CHNM","36.5625","-117.4736","2097.0","2009-02","0","0","9","59",,"33.0","42.4","23.6"
"USR0000CHNM","36.5625","-117.4736","2097.0","2009-03","0","0","18","66",,"40.0","51.3","28.6"
"USR0000CHNM","36.5625","-117.4736","2097.0","2009-04","0","0","19","76",,"45.4","58.7","32.1"
"US1CATM0001","37.9828","-120.388","539.8","2009-01",,,,,"4.09",,,
"US1CATM0001","37.9828","-120.388","539.8","2009-02",,,,,"5.37",,,
"US1CATM0001","37.9828","-120.388","539.8","2009-03",,,,,"4.93",,,
"USC00046960","38.6955","-120.8244","563.9","2009-01","0","0","27","77","3.25","47.7","59.0","36.3"
"USC00046960","38.6955","-120.8244","563.9","2009-02","0","0","28","75","8.23","47.4","56.6","38.3"
"USC00046960","38.6955","-120.8244","563.9","2009-03","0","0","28","75","5.83","49.0","59.8","38.1"
"USC00046960","38.6955","-120.8244","563.9","2009-04","0","1","31","90","1.74","54.9","67.5","42.4"
"US1CASA0009","38.651278","-121.176352","59.1","2009-01",,,,,"2.05",,,
"US1CASA0009","38.651278","-121.176352","59.1","2009-02",,,,,"4.40",,,
"US1CASA0009","38.651278","-121.176352","59.1","2009-03",,,,,"2.45",,,
"US1CASA0009","38.651278","-121.176352","59.1","2009-04",,,,,"1.36",,,
"USR0000CSBB","33.4833","-119.0333","53.6","2009-01","0","0","46","81",,"60.0","65.4","54.6"
"USR0000CSBB","33.4833","-119.0333","53.6","2009-02","0","0","47","76",,"55.7","60.0","51.3"
"USR0000CSBB","33.4833","-119.0333","53.6","2009-03","0","0","49","71",,"56.4","61.2","51.7"
"USR0000CSBB","33.4833","-119.0333","53.6","2009-04","0","0","48","84",,"56.7","61.2","52.1"
"USW00023244","37.4058","-122.0481","11.9","2009-01","0","0","29","73","1.00","51.7","61.6","41.8"
"USW00023244","37.4058","-122.0481","11.9","2009-02","0","0","35","72","4.97","52.4","60.4","44.4"
"USW00023244","37.4058","-122.0481","11.9","2009-03","0","0","35","77","1.56","54.8","63.6","45.9"
"USW00023244","37.4058","-122.0481","11.9","2009-04","0","2","41","93","0.21","58.1","68.2","48.0"
"USC00041288","32.6881","-115.4644","3.7","2009-01",,,,,"0.00",,,
"USC00041288","32.6881","-115.4644","3.7","2009-02",,,,,"0.37",,,
"USC00041288","32.6881","-115.4644","3.7","2009-03",,,,,"0.00",,,
"USC00041288","32.6881","-115.4644","3.7","2009-04",,,,,"0.00",,,
"USC00044555","36.2069","-121.1377","97.5","2009-01","0","0","24","83","0.91","52.6","69.5","35.7"
"USC00044555","36.2069","-121.1377","97.5","2009-02","0","0","31","82","2.77","52.8","65.0","40.6"
"USC00044555","36.2069","-121.1377","97.5","2009-03","0",,"29",,"0.82",,,"40.9"
"USC00044555","36.2069","-121.1377","97.5","2009-04","0","3","33","104","0.14","59.0","75.0","43.0"
"USR0000CFIS","32.9903","-116.0669","231.6","2009-01","0","0","46","83",,"66.0","72.8","59.2"
"USR0000CFIS","32.9903","-116.0669","231.6","2009-02","0","0","46","84",,"63.8","71.2","56.3"
"USR0000CFIS","32.9903","-116.0669","231.6","2009-03","0","4","50","91",,"69.9","79.3","60.5"
"USR0000CFIS","32.9903","-116.0669","231.6","2009-04","0","6","51","103",,"73.7","83.9","63.6"
"USC00048917","36.465","-118.8619","347.5","2009-01",,,,,,,,
"USC00048917","36.465","-118.8619","347.5","2009-02","0","0","28","74","4.28","47.6","59.1","36.2"
"USC00048917","36.465","-118.8619","347.5","2009-03",,,,,,,,
"USC00048917","36.465","-118.8619","347.5","2009-04",,,,,"1.07",,,
"USC00040192","33.8647","-117.8425","71.6","2009-04","0","4","45","104","0.00","65.6","77.6","53.7"
"USR0000CBAL","38.9056","-120.6972","1426.5","2009-01","0","0","24","75",,"49.5","58.7","40.2"
"USR0000CBAL","38.9056","-120.6972","1426.5","2009-02","0","0","19","68",,"41.2","48.2","34.1"
"USR0000CBAL","38.9056","-120.6972","1426.5","2009-03","0","0","21","70",,"44.8","54.6","34.9"
"USR0000CBAL","38.9056","-120.6972","1426.5","2009-04","0","0","25","86",,"50.0","61.5","38.5"
"USR0000CFIG","34.7331","-120.0067","975.4","2009-01","0","0","32","79",,"57.3","64.7","50.0"
"USR0000CFIG","34.7331","-120.0067","975.4","2009-02","0","0","32","72",,"47.7","54.6","40.8"
"USR0000CFIG","34.7331","-120.0067","975.4","2009-03","0","0","33","76",,"51.2","59.4","43.1"
"USR0000CFIG","34.7331","-120.0067","975.4","2009-04","0","0","32","88",,"54.8","65.0","44.5"
"USR0000CBAC","40.8892","-123.1422","1432.6","2009-01","0","0","20","76",,"46.2","54.9","37.5"
"USR0000CBAC","40.8892","-123.1422","1432.6","2009-02","0","0","21","64",,"37.9","45.0","30.8"
"USR0000CBAC","40.8892","-123.1422","1432.6","2009-03","0","0","20","68",,"41.5","51.2","31.8"
"USR0000CBAC","40.8892","-123.1422","1432.6","2009-04","0","0","24","87",,"48.4","60.9","35.9"
"USC00043463","35.7269","-118.7006","957.1","2009-01","0","0","24","74","1.20","45.0","59.9","30.2"
"USC00043463","35.7269","-118.7006","957.1","2009-02","0","0","20","73","4.17","42.0","53.5","30.5"
"USC00043463","35.7269","-118.7006","957.1","2009-03","0","0","21","71","1.66","43.8","57.5","30.0"
"USC00043463","35.7269","-118.7006","957.1","2009-04","0","0","23","86","1.02","49.4","64.5","34.4"
"USC00045400","37.885","-119.8561","1374.6","2009-01",,,,,"5.26",,,
"USC00045400","37.885","-119.8561","1374.6","2009-03",,,,,"5.70",,,
"USC00045400","37.885","-119.8561","1374.6","2009-04",,,,,"1.74",,,
"USC00046730","35.6277","-120.6855","222.5","2009-01","0","0","25","79","0.91","48.4","65.7","31.0"
"USC00046730","35.6277","-120.6855","222.5","2009-02","0","0","28","79","3.89","49.2","62.6","35.7"
"USC00046730","35.6277","-120.6855","222.5","2009-03","0","0","29","81","1.37","53.1","67.9","38.2"
"USC00046730","35.6277","-120.6855","222.5","2009-04","0","3","30","99","0.17","55.8","73.3","38.4"
"US1CALA0003","33.79018","-118.33689","61.0","2009-01",,,,,"0.22",,,
"US1CALA0003","33.79018","-118.33689","61.0","2009-02",,,,,"3.10",,,
"US1CALA0003","33.79018","-118.33689","61.0","2009-03",,,,,"0.19",,,
"US1CALA0003","33.79018","-118.33689","61.0","2009-04",,,,,"0.00",,,
"US1CALA0002","33.937285","-117.984379","88.1","2009-01",,,,,"0.38",,,
"US1CALA0002","33.937285","-117.984379","88.1","2009-02",,,,,"5.84",,,
"US1CALA0001","34.1689","-118.2947","155.8","2009-01",,,,,"0.58",,,
"US1CALA0001","34.1689","-118.2947","155.8","2009-02",,,,,"4.99",,,
"US1CALA0001","34.1689","-118.2947","155.8","2009-03",,,,,"0.17",,,
"US1CALA0001","34.1689","-118.2947","155.8","2009-04",,,,,"0.02",,,
"USR0000CWIL","34.3717","-118.8408","501.4","2009-01","0","0","38","77",,"59.3","65.5","53.1"
"USR0000CWIL","34.3717","-118.8408","501.4","2009-02","0","0","36","75",,"53.0","60.0","45.9"
"USR0000CWIL","34.3717","-118.8408","501.4","2009-03","0","0","39","83",,"56.8","66.0","47.6"
"USR0000CWIL","34.3717","-118.8408","501.4","2009-04","0","2","37","96",,"60.0","69.8","50.1"
"USW00023254","37.9917","-122.055","5.5","2009-01","0","0","28","74","1.04","49.4","60.9","37.9"
"USW00023254","37.9917","-122.055","5.5","2009-02","0","0","33","67","5.74","50.9","58.9","42.9"
"USW00023254","37.9917","-122.055","5.5","2009-03","0","0","34","80","2.12","55.1","65.2","44.9"
"USW00023254","37.9917","-122.055","5.5","2009-04","0","2","38","93","1.16","58.5","70.3","46.7"
"USR0000CHLD","39.0308","-123.0806","817.5","2009-03","0","0","28","75",,"47.0","56.1","38.0"
"USR0000CHLD","39.0308","-123.0806","817.5","2009-04","0","0","30","88",,"51.6","61.9","41.4"
"USW00023259","36.5881","-121.8453","50.3","2009-01","0","0","32","80","1.50","54.1","65.0","43.2"
"USW00023259","36.5881","-121.8453","50.3","2009-02","0","0","38","76","4.82","53.0","60.5","45.5"
"USW00023259","36.5881","-121.8453","50.3","2009-03","0","0","36","71","2.79","52.3","59.4","45.2"
"USW00023259","36.5881","-121.8453","50.3","2009-04","0","0","37","86","0.35","54.4","60.7","48.1"
"US1CALA0009","34.154267","-118.419999","194.5","2009-01",,,,,"0.31",,,
"US1CALA0009","34.154267","-118.419999","194.5","2009-02",,,,,"5.35",,,
"US1CALA0009","34.154267","-118.419999","194.5","2009-03",,,,,"0.39",,,
"US1CALA0009","34.154267","-118.419999","194.5","2009-04",,,,,"0.00",,,
"US1CALA0008","34.0786","-118.687","207.9","2009-01",,,,,"0.49",,,
"US1CALA0008","34.0786","-118.687","207.9","2009-02",,,,,"7.11",,,
"US1CALA0007","34.180539","-118.649677","272.5","2009-01",,,,,"0.53",,,
"US1CALA0007","34.180539","-118.649677","272.5","2009-02",,,,,"5.31",,,
"US1CALA0007","34.180539","-118.649677","272.5","2009-03",,,,,"0.52",,,
"US1CALA0007","34.180539","-118.649677","272.5","2009-04",,,,,"0.00",,,
"US1CALA0006","34.01655","-118.459786","45.1","2009-02",,,,,"3.57",,,
"US1CALA0006","34.01655","-118.459786","45.1","2009-03",,,,,"0.36",,,
"USR0000CSAD","34.6847","-117.8208","789.4","2009-01","0","0","19","74",,"47.3","64.5","30.2"
"USR0000CSAD","34.6847","-117.8208","789.4","2009-02","0","0","22","73",,"45.9","60.2","31.7"
"USR0000CSAD","34.6847","-117.8208","789.4","2009-03","0","0","21","86",,"51.0","69.7","32.3"
"USR0000CSAD","34.6847","-117.8208","789.4","2009-04","0","3","23","96",,"57.2","74.7","39.7"
"USW00023258","37.6241","-120.9505","22.3","2009-01","0","0","28","70","1.27","48.5","59.4","37.5"
"USW00023258","37.6241","-120.9505","22.3","2009-02","0","0","33","69","2.38","52.4","61.3","43.4"
"USW00023258","37.6241","-120.9505","22.3","2009-03","0","0","35","81","0.70","56.3","67.7","45.0"
"USW00023258","37.6241","-120.9505","22.3","2009-04","0","4","41","99","0.51","62.2","75.9","48.5"
"USR0000CSAC","39.4172","-122.1825","36.6","2009-01","0","0","32","79",,"50.8","61.9","39.8"
"USR0000CSAC","39.4172","-122.1825","36.6","2009-02","0","0","31","71",,"50.8","58.8","42.7"
"USR0000CSAC","39.4172","-122.1825","36.6","2009-03","0","0","36","79",,"55.3","65.8","44.8"
"USR0000CSAC","39.4172","-122.1825","36.6","2009-04","0","4","38","98",,"60.5","74.8","46.3"
"USW00023257","37.28472","-120.51278","46.3","2009-01","0","0","29","71","1.89","47.2","58.2","36.3"
"USW00023257","37.28472","-120.51278","46.3","2009-02","0","0","30","69","2.18","49.8","59.6","40.0"
"USW00023257","37.28472","-120.51278","46.3","2009-03","0","0","27","80","1.02","53.1","66.1","40.1"
"USW00023257","37.28472","-120.51278","46.3","2009-04","0","4","36","95","0.45","58.4","73.5","43.3"
"USC00047836","33.5319","-117.5525","114.3","2009-01",,,,,,,,
"USC00047836","33.5319","-117.5525","114.3","2009-02",,,,,"2.26",,,
"USC00047836","33.5319","-117.5525","114.3","2009-03",,,,,"0.00",,,
"USC00047836","33.5319","-117.5525","114.3","2009-04",,,,,"0.05",,,
"USC00042147","41.7958","-124.2147","13.1","2009-01","0","0","28","72","3.94","46.8","56.5","37.2"
"USC00042147","41.7958","-124.2147","13.1","2009-02","0","0","28","68","11.27","47.8","55.9","39.8"
"USC00042147","41.7958","-124.2147","13.1","2009-03","0","0","30","66","10.54","49.4","57.4","41.3"
"USC00042147","41.7958","-124.2147","13.1","2009-04","0","0","31","77","1.75","49.2","58.0","40.4"
"USR0000CFHL","36.0117","-121.2417","335.3","2009-01","0","0","25","81",,"50.9","67.3","34.6"
"USR0000CFHL","36.0117","-121.2417","335.3","2009-02","0","0","28","79",,"49.2","61.2","37.3"
"USR0000CFHL","36.0117","-121.2417","335.3","2009-03","0","0","28","83",,"52.4","67.7","37.2"
"USR0000CFHL","36.0117","-121.2417","335.3","2009-04","0","4","30","97",,"55.7","73.7","37.7"
"USR0000CSAW","41.3003","-123.1322","668.1","2009-01","0","0","21","65",,"42.7","54.6","30.9"
"USR0000CSAW","41.3003","-123.1322","668.1","2009-02","0","0","26","70",,"42.7","53.4","32.0"
"USR0000CSAW","41.3003","-123.1322","668.1","2009-03","0","0","24","78",,"45.8","59.2","32.4"
"USR0000CSAW","41.3003","-123.1322","668.1","2009-04","0","3","26","96",,"52.9","70.0","35.9"
"USC00046508","41.3088","-123.5316","122.8","2009-01","0","0","28","57","2.53","42.7","50.8","34.6"
"USC00046508","41.3088","-123.5316","122.8","2009-02","0","0","29","63","6.22","44.2","51.4","37.1"
"USC00046508","41.3088","-123.5316","122.8","2009-03","0","0","29","74","5.54","50.1","61.0","39.2"
"USC00046508","41.3088","-123.5316","122.8","2009-04","0","3","31","93","0.82","54.8","68.9","40.6"
"USC00046506","39.7458","-122.1997","77.4","2009-01","0","0","32","78","0.80","50.5","62.1","38.8"
"USC00046506","39.7458","-122.1997","77.4","2009-02","0","0","28","75","9.13","49.6","58.9","40.3"
"USC00046506","39.7458","-122.1997","77.4","2009-03","0","0","34","81","1.59","54.5","66.3","42.7"
"USC00046506","39.7458","-122.1997","77.4","2009-04","0","4","37","97","0.47","60.9","74.7","47.0"
"USR0000CHLR","36.8422","-121.3622","123.1","2009-01","0","0","29","80",,"52.0","66.2","37.9"
"USR0000CHLR","36.8422","-121.3622","123.1","2009-02","0","0","34","78",,"52.2","63.0","41.5"
"USR0000CHLR","36.8422","-121.3622","123.1","2009-03","0","0","32","81",,"53.6","66.9","40.2"
"USR0000CHLR","36.8422","-121.3622","123.1","2009-04","0","3","32","101",,"56.0","70.8","41.3"
"USR0000CLTU","34.2936","-118.3608","423.7","2009-01","0","0","34","89",,"61.1","71.1","51.2"
"USR0000CLTU","34.2936","-118.3608","423.7","2009-02","0","0","33","81",,"53.6","63.7","43.5"
"USR0000CLTU","34.2936","-118.3608","423.7","2009-03","0","0","36","85",,"56.1","68.0","44.1"
"USR0000CLTU","34.2936","-118.3608","423.7","2009-04","0","3","39","99",,"59.3","72.2","46.3"
"USC00045892","35.45917","-115.53111","1456.0","2009-01","0","0","15","64","0.23","41.0","50.7","31.2"
"USC00045892","35.45917","-115.53111","1456.0","2009-02","0","0","21","60","1.79","40.1","49.1","31.0"
"USC00045892","35.45917","-115.53111","1456.0","2009-03","0","0","25","72","0.02","45.4","58.0","32.8"
"USC00045892","35.45917","-115.53111","1456.0","2009-04","0","0","25","81","0.30","51.9","65.2","38.7"
"USR0000CSAU","34.425","-118.525","442.0","2009-01","0","0","35","81",,"59.0","68.3","49.7"
"USR0000CSAU","34.425","-118.525","442.0","2009-02","0","0","32","78",,"52.9","62.3","43.5"
"USR0000CSAU","34.425","-118.525","442.0","2009-03","0","0","35","88",,"56.9","69.0","44.8"
"USR0000CSAU","34.425","-118.525","442.0","2009-04","0","4","40","100",,"60.4","73.5","47.4"
"USR0000CLSF","33.2889","-117.4389","30.5","2009-01","0","1","37","94",,"60.3","73.3","47.2"
"USR0000CLSF","33.2889","-117.4389","30.5","2009-02","0","0","37","81",,"56.5","67.6","45.4"
"USR0000CLSF","33.2889","-117.4389","30.5","2009-03","0","0","39","84",,"56.9","67.3","46.5"
"USR0000CLSF","33.2889","-117.4389","30.5","2009-04","0","0","43","84",,"59.9","68.7","51.1"
"USR0000CWHC","39.3167","-120.8375","1316.7","2009-01","0","0","25","79",,"51.1","60.4","41.8"
"USR0000CWHC","39.3167","-120.8375","1316.7","2009-02","0","0","23","71",,"41.5","48.3","34.8"
"USR0000CWHC","39.3167","-120.8375","1316.7","2009-03","0","0","25","70",,"45.8","55.5","36.2"
